Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Midlands,Platinum,50.0,F,Midlands,9,73,3,0
F,South East,Gold,37.0,E,London,14,54,6,1
F,Midlands,Silver,16.0,C,Midlands,5,72,5,0
M,Midlands,Silver,27.0,D,East,8,48,10,0
M,North,Gold,28.0,D,N West,12,60,14,0
F,North,Tin,18.0,C,N East,6,63,5,1
M,South East,Gold,21.0,C,London,5,31,1,0
M,North,Silver,23.0,C,Yorkshire,9,78,8,0
M,Midlands,Tin,24.0,C,Wales & West,4,55,11,0
M,South East,Tin,24.0,C,London,6,52,7,0
F,Midlands,Silver,41.0,E,Midlands,9,76,12,0
F,Midlands,Tin,24.0,C,Midlands,14,42,9,0
F,Midlands,Tin,34.0,D,East,5,52,5,0
F,North,Silver,4.0,A,Yorkshire,4,57,14,0
F,North,Silver,34.0,D,N East,8,22,1,1
F,Midlands,Gold,33.0,D,Midlands,11,43,7,1
F,South East,Tin,24.0,C,S & S East,9,45,8,0
F,North,Gold,52.0,F,N West,6,52,6,0
F,North,Silver,51.0,F,N West,4,72,1,0
F,South East,Gold,14.0,B,London,6,73,4,0
F,Midlands,Gold,52.0,F,Wales & West,9,75,7,1
F,Scottish,Silver,8.0,B,C Scotland,12,74,9,1
F,Midlands,Tin,24.0,C,Midlands,8,44,8,0
F,North,Tin,35.0,D,Yorkshire,8,58,8,0
F,Midlands,Tin,38.0,E,East,14,48,5,0
F,South East,Tin,4.0,A,London,9,53,5,0
F,South East,Gold,12.0,B,London,9,50,9,0
M,South West,Tin,54.0,F,S West,8,57,11,0
F,Midlands,Silver,24.0,C,East,4,79,2,0
F,Midlands,Platinum,23.0,C,Wales & West,5,75,11,0
F,South East,Tin,12.0,B,London,15,53,5,1
F,South East,Silver,22.0,C,London,5,59,4,0
F,Midlands,Silver,12.0,B,Midlands,8,34,5,1
M,North,Tin,25.0,C,N West,7,52,5,0
F,Scottish,Silver,52.0,F,C Scotland,11,74,11,0
F,Midlands,Platinum,23.0,C,East,9,71,7,0
F,South East,Tin,48.0,F,London,13,38,4,1
F,Midlands,Silver,4.0,A,East,12,53,5,1
F,South East,Silver,28.0,D,London,6,75,12,0
F,North,Tin,52.0,F,N West,6,40,5,0
F,North,Tin,35.0,D,Yorkshire,15,50,9,0
F,Midlands,Platinum,27.193651677572046,D,Wales & West,7,46,3,0
F,Midlands,Silver,53.0,F,Midlands,8,35,4,0
F,Scottish,Silver,17.0,C,C Scotland,15,54,1,0
F,Midlands,Silver,28.0,D,Wales & West,10,43,11,0
M,South East,Tin,22.0,C,S & S East,5,51,5,0
F,Midlands,Tin,53.0,F,Midlands,11,50,1,0
M,Midlands,Gold,30.0,D,East,15,65,5,1
M,Midlands,Platinum,8.0,B,East,6,68,7,0
M,South East,Silver,44.0,E,S & S East,8,74,14,0
F,Midlands,Gold,12.0,B,Midlands,6,63,8,0
F,South East,Silver,2.0,A,S & S East,13,57,6,0
F,South East,Gold,14.0,B,S & S East,5,70,6,0
F,South East,Tin,18.0,C,London,6,32,5,0
M,Midlands,Silver,37.0,E,Midlands,15,65,6,1
F,North,Gold,35.0,D,N West,6,65,2,0
F,South East,Silver,44.0,E,London,6,46,9,0
M,South East,Silver,12.0,B,S & S East,10,71,5,0
F,South East,Tin,26.0,C,London,5,41,8,1
F,North,Silver,34.0,D,N West,6,53,1,1
M,South East,Silver,52.0,F,London,8,72,14,0
M,Midlands,Tin,50.0,F,Midlands,10,49,4,0
F,South East,Gold,14.0,B,S & S East,7,64,14,0
M,North,Tin,33.0,D,Yorkshire,5,55,10,0
F,South East,Silver,18.0,C,London,10,41,5,0
F,South East,Tin,18.0,C,London,15,74,8,1
F,Midlands,Silver,18.0,C,Midlands,13,53,8,0
F,South East,Gold,33.0,D,London,7,43,2,0
F,Midlands,Tin,51.0,F,Wales & West,10,43,8,0
M,Midlands,Tin,30.0,D,Midlands,10,55,10,0
F,North,Silver,55.0,U,Yorkshire,12,30,5,0
F,Midlands,Tin,5.0,B,Wales & West,13,51,8,1
F,South East,Tin,52.0,F,London,11,47,9,1
F,Scottish,Gold,27.0,D,C Scotland,14,64,1,0
F,South East,Silver,31.0,D,London,12,48,10,0
M,South East,Silver,41.0,E,S & S East,4,60,5,0
M,South East,Silver,22.0,C,London,9,58,2,0
M,North,Silver,14.0,B,N West,9,48,3,1
M,Midlands,Platinum,19.0,C,East,4,68,10,0
F,South East,Silver,21.0,C,London,8,42,10,1
F,South East,Gold,18.0,C,London,7,72,14,0
M,Midlands,Silver,54.0,F,East,6,34,2,0
M,North,Silver,25.0,C,N East,5,53,8,0
M,South East,Tin,34.0,D,S & S East,7,49,4,0
F,Midlands,Silver,47.0,F,Midlands,5,39,2,1
F,Midlands,Tin,19.0,C,East,15,52,4,1
F,South East,Silver,8.0,B,S & S East,11,53,8,0
M,South East,Tin,8.0,B,London,9,60,5,0
M,South East,Tin,41.0,E,London,6,36,8,1
M,Scottish,Silver,47.0,F,C Scotland,10,35,5,0
M,Scottish,Silver,17.0,C,Border,14,55,5,0
F,North,Tin,16.0,C,N East,10,53,13,0
M,Midlands,Tin,52.0,F,Wales & West,8,46,7,0
M,South East,Gold,24.0,C,S & S East,15,56,6,0
M,North,Tin,17.0,C,N West,8,48,2,0
M,North,Tin,32.0,D,N West,7,39,5,0
M,South East,Silver,51.0,F,London,10,74,2,0
M,South East,Tin,17.0,C,S & S East,8,52,8,0
F,Midlands,Platinum,20.0,C,Wales & West,14,63,4,0
F,North,Gold,44.0,E,Yorkshire,9,76,6,0
F,North,Silver,6.0,B,Yorkshire,8,54,11,0
M,Midlands,Silver,32.0,D,Midlands,11,49,2,1
M,North,Tin,10.0,B,N East,12,62,8,0
F,South East,Silver,16.0,C,London,4,53,14,0
F,South East,Platinum,36.0,E,London,11,74,13,0
F,South East,Tin,51.0,F,London,9,43,8,0
F,Midlands,Gold,28.0,D,Wales & West,13,68,4,1
F,Midlands,Silver,17.0,C,East,6,56,5,0
M,North,Silver,47.0,F,N East,7,41,1,1
M,South East,Silver,22.0,C,London,4,61,12,0
F,North,Gold,28.0,D,N West,6,74,8,0
M,South East,Platinum,42.0,E,London,9,63,14,0
F,South East,Gold,52.0,F,London,15,27,1,1
F,South West,Silver,30.0,D,S West,15,75,12,0
F,South East,Tin,27.0,D,London,10,36,8,1
F,Midlands,Silver,25.0,C,Midlands,7,44,7,1
F,South East,Silver,51.0,F,S & S East,7,60,14,1
M,Scottish,Gold,14.0,B,C Scotland,6,76,14,0
M,Midlands,Silver,35.0,D,East,10,44,1,0
M,Midlands,Tin,38.0,E,Wales & West,6,50,10,0
M,North,Silver,34.0,D,N East,12,60,5,0
M,North,Silver,35.0,D,Yorkshire,9,75,14,0
F,Scottish,Gold,17.0,C,C Scotland,10,39,1,1
F,South East,Silver,27.193651677572046,C,London,15,34,6,1
F,South East,Tin,40.0,E,London,14,29,7,1
F,Midlands,Gold,12.0,B,Midlands,8,75,4,0
F,Midlands,Tin,39.0,E,Midlands,10,47,5,0
F,South East,Gold,5.0,B,London,14,45,8,0
F,Scottish,Gold,47.0,F,Border,8,45,9,0
F,South East,Tin,31.0,D,London,14,37,6,1
M,North,Silver,13.0,B,Yorkshire,9,52,4,0
M,Midlands,Tin,35.0,D,Midlands,10,39,5,1
M,Midlands,Tin,50.0,F,Wales & West,10,27,5,0
F,South East,Gold,25.0,C,London,15,39,8,1
F,Midlands,Tin,3.0,A,East,11,64,9,1
M,Midlands,Silver,28.0,D,Wales & West,10,33,10,1
M,North,Silver,1.0,A,N West,8,56,14,0
F,Midlands,Silver,24.0,C,Midlands,4,71,3,0
F,South East,Silver,10.0,B,London,4,63,10,1
F,Midlands,Gold,27.193651677572046,B,Wales & West,7,47,2,0
F,North,Silver,45.0,E,N West,6,55,8,0
F,South East,Silver,27.0,D,London,13,54,2,1
F,Midlands,Gold,28.0,D,Midlands,9,53,1,0
F,Midlands,Gold,11.0,B,Midlands,12,71,3,0
M,South East,Tin,9.0,B,London,9,32,4,1
M,South East,Silver,33.0,D,London,9,50,1,0
M,Midlands,Tin,34.0,D,Midlands,9,34,4,0
M,South West,Silver,46.0,F,S West,8,66,8,0
M,South East,Gold,52.0,F,London,11,70,2,0
F,North,Tin,27.193651677572046,F,Yorkshire,15,39,5,1
M,Midlands,Silver,25.0,C,Wales & West,12,66,1,1
M,North,Gold,23.0,C,N West,6,64,1,0
F,Midlands,Gold,13.0,B,Midlands,15,37,6,1
F,Midlands,Tin,38.0,E,Midlands,11,36,4,1
F,Scottish,Silver,3.0,A,N Scot,11,63,3,0
M,Midlands,Gold,24.0,C,Midlands,6,59,5,0
F,South East,Silver,14.0,B,London,8,39,2,1
F,Midlands,Silver,52.0,F,Midlands,15,62,14,1
M,South East,Tin,48.0,F,London,6,47,9,0
F,North,Platinum,52.0,F,N West,12,61,13,0
M,South East,Gold,20.0,C,London,5,48,5,0
F,Midlands,Gold,17.0,C,Midlands,9,44,11,0
F,South East,Gold,14.0,B,London,12,54,8,0
F,Midlands,Gold,34.0,D,East,10,64,5,0
F,Midlands,Tin,31.0,D,Midlands,12,45,6,0
M,Scottish,Gold,2.0,A,N Scot,8,58,5,0
M,South East,Gold,3.0,A,London,12,69,8,0
F,South East,Tin,23.0,C,S & S East,5,32,5,1
F,South East,Tin,7.0,B,London,15,34,8,1
F,South East,Silver,22.0,C,S & S East,6,48,6,0
F,South East,Tin,27.193651677572046,C,S & S East,7,35,5,0
F,South East,Silver,22.0,C,S & S East,9,72,5,1
M,South East,Tin,18.0,C,S & S East,7,59,9,0
M,Midlands,Platinum,52.0,F,Midlands,5,76,14,0
M,South East,Tin,28.0,D,London,4,51,7,1
M,South East,Platinum,6.0,B,London,4,53,9,1
M,South East,Gold,18.0,C,S & S East,5,50,3,0
M,Midlands,Platinum,25.0,C,Midlands,4,56,3,0
F,South East,Gold,10.0,B,London,8,55,5,0
M,North,Gold,35.0,D,N East,8,70,2,0
F,South West,Gold,45.0,E,S West,11,60,4,0
F,South East,Platinum,4.0,A,London,11,62,14,0
M,Midlands,Silver,14.0,B,Midlands,10,46,4,0
F,South East,Tin,21.0,C,London,11,33,4,0
M,Midlands,Silver,44.0,E,Midlands,12,42,1,0
F,South East,Tin,12.0,B,London,7,53,5,1
M,South West,Silver,51.0,F,S West,9,46,5,0
M,Midlands,Silver,35.0,D,Midlands,15,56,7,0
F,South East,Silver,22.0,C,London,6,35,3,1
M,Midlands,Silver,20.0,C,Midlands,15,49,4,0
F,South East,Silver,10.0,B,London,8,58,7,0
F,South East,Tin,37.0,E,London,8,46,8,0
F,Midlands,Silver,23.0,C,Wales & West,10,52,3,0
F,Scottish,Tin,41.0,E,N Scot,11,34,8,1
F,South East,Silver,13.0,B,S & S East,14,53,8,1
F,South East,Silver,49.0,F,S & S East,10,33,5,0
F,Midlands,Gold,28.0,D,Midlands,6,45,2,0
F,Midlands,Gold,16.0,C,East,4,66,2,0
F,Midlands,Gold,35.0,D,Midlands,11,37,5,1
F,South East,Platinum,44.0,E,London,10,62,14,0
F,South East,Gold,7.0,B,London,11,60,4,0
M,North,Tin,10.0,B,N West,11,37,5,1
F,Midlands,Platinum,28.0,D,East,9,48,3,0
F,North,Silver,13.0,B,N West,15,72,7,0
M,Midlands,Silver,27.193651677572046,B,Ulster,8,54,1,0
M,North,Gold,53.0,F,Yorkshire,5,64,4,0
M,South East,Gold,12.0,B,S & S East,8,44,5,0
F,Midlands,Silver,41.0,E,Wales & West,14,48,4,1
F,South East,Tin,27.0,D,London,7,54,5,0
F,Midlands,Silver,51.0,F,East,10,71,1,1
M,South East,Silver,8.0,B,London,10,53,3,1
F,Midlands,Silver,52.0,F,Midlands,7,51,14,0
F,Midlands,Silver,8.0,B,Midlands,12,40,1,1
F,Midlands,Silver,49.0,F,Wales & West,15,40,8,0
F,Midlands,Gold,49.0,F,East,8,57,1,0
F,North,Gold,52.0,F,Yorkshire,8,76,1,0
F,South East,Silver,8.0,B,S & S East,15,40,9,1
F,Midlands,Silver,37.0,E,Wales & West,10,76,4,1
F,North,Tin,34.0,D,N West,10,51,5,1
F,Midlands,Gold,14.0,B,East,13,74,12,0
M,South East,Silver,8.0,B,London,15,63,11,0
M,North,Tin,47.0,F,N East,8,53,5,0
M,Midlands,Tin,27.193651677572046,F,Ulster,8,61,4,0
M,North,Tin,41.0,E,N East,6,53,8,0
M,Midlands,Tin,37.0,E,Midlands,8,66,8,0
F,North,Tin,47.0,F,Yorkshire,6,46,5,0
M,South East,Tin,27.0,D,London,6,35,8,0
M,Midlands,Gold,33.0,D,Midlands,6,69,5,0
F,South East,Gold,31.0,D,London,7,51,4,0
M,North,Gold,13.0,B,N East,7,69,3,0
M,South East,Tin,10.0,B,London,7,34,5,0
F,North,Tin,53.0,F,N West,9,35,5,0
M,North,Silver,54.0,F,Yorkshire,4,40,4,0
M,North,Tin,27.0,D,Yorkshire,13,41,5,0
F,Midlands,Tin,35.0,D,East,9,76,14,0
F,South East,Tin,34.0,D,S & S East,4,47,9,0
M,North,Gold,2.0,A,N East,9,65,4,0
F,Scottish,Gold,39.0,E,C Scotland,6,53,4,0
F,South East,Gold,22.0,C,London,5,60,7,1
F,South East,Tin,51.0,F,London,15,47,8,1
F,South East,Tin,38.0,E,London,8,30,5,0
F,Midlands,Silver,11.0,B,Midlands,13,73,7,1
M,Midlands,Tin,52.0,F,East,15,53,5,1
M,South East,Tin,19.0,C,S & S East,8,54,8,0
F,Midlands,Tin,17.0,C,Midlands,14,32,5,1
F,South East,Gold,31.0,D,London,6,53,5,0
F,Midlands,Platinum,19.0,C,Midlands,8,56,4,0
M,South East,Gold,33.0,D,S & S East,7,53,6,0
F,South East,Gold,10.0,B,London,8,56,1,1
F,South East,Gold,1.0,A,London,8,46,7,0
F,South East,Silver,28.0,D,London,15,55,5,0
F,South East,Silver,14.0,B,London,8,53,14,0
F,Midlands,Gold,16.0,C,Midlands,9,70,9,0
F,South East,Silver,12.0,B,London,4,65,5,1
M,South East,Silver,52.0,F,S & S East,13,77,8,1
F,Midlands,Gold,15.0,B,Wales & West,13,51,2,0
F,North,Tin,53.0,F,N West,9,46,5,0
F,North,Silver,17.0,C,N West,7,36,7,0
M,South East,Tin,23.0,C,S & S East,11,48,5,0
M,South East,Gold,29.0,D,S & S East,11,53,3,0
M,South East,Tin,38.0,E,London,12,53,7,0
M,South East,Tin,35.0,D,London,7,53,9,0
M,South East,Silver,34.0,D,London,8,51,8,1
F,Midlands,Tin,51.0,F,Midlands,10,33,4,1
F,South East,Gold,41.0,E,S & S East,4,53,6,0
F,South East,Silver,41.0,E,London,8,78,8,0
F,Midlands,Platinum,27.0,D,Wales & West,9,49,3,0
F,Midlands,Silver,27.0,D,East,7,40,2,1
F,North,Tin,44.0,E,Yorkshire,14,55,7,0
F,South East,Silver,4.0,A,London,8,42,7,0
M,Midlands,Gold,23.0,C,Wales & West,13,64,2,0
F,South East,Silver,4.0,A,S & S East,8,76,14,0
F,South East,Tin,52.0,F,London,8,45,9,0
F,South East,Silver,9.0,B,London,10,31,7,1
F,North,Silver,12.0,B,N East,6,52,10,0
F,Midlands,Silver,25.0,C,Wales & West,10,61,5,1
F,North,Gold,2.0,A,N East,11,76,2,0
F,Midlands,Platinum,33.0,D,East,4,53,8,0
F,South East,Gold,21.0,C,London,10,53,6,0
M,South East,Tin,25.0,C,S & S East,5,56,8,0
M,South West,Tin,41.0,E,S West,5,25,5,0
M,North,Gold,46.0,F,Yorkshire,8,49,5,0
F,Midlands,Gold,52.0,F,Midlands,9,53,5,1
F,Midlands,Silver,34.0,D,Midlands,7,53,1,0
F,South East,Silver,38.0,E,London,10,33,4,1
F,Midlands,Silver,5.0,B,Midlands,10,43,4,1
F,South East,Silver,21.0,C,London,6,52,11,0
F,South West,Tin,51.0,F,S West,7,63,8,0
M,South East,Gold,25.0,C,London,10,41,5,0
F,South East,Tin,50.0,F,London,6,53,6,0
F,Midlands,Tin,47.0,F,Midlands,6,30,5,0
F,Midlands,Gold,42.0,E,Wales & West,9,76,3,0
M,Midlands,Gold,4.0,A,Midlands,7,76,3,0
M,South East,Silver,41.0,E,London,4,46,5,0
F,South East,Tin,22.0,C,London,7,41,4,1
F,South East,Tin,26.0,C,London,5,41,5,0
F,South East,Gold,21.0,C,London,5,71,8,1
F,Midlands,Gold,32.0,D,Midlands,10,60,6,0
F,South East,Gold,8.0,B,London,10,50,3,0
F,Scottish,Tin,12.0,B,C Scotland,10,35,5,1
F,North,Gold,44.0,E,N West,4,54,2,0
F,Midlands,Silver,33.0,D,East,15,68,8,1
M,South East,Tin,7.0,B,London,4,76,7,0
M,North,Tin,34.0,D,N West,15,50,5,0
F,South East,Gold,8.0,B,S & S East,6,53,8,0
M,Midlands,Tin,50.0,F,Midlands,10,45,9,0
F,South East,Gold,8.0,B,London,9,72,8,0
M,South East,Gold,3.0,A,London,5,58,6,0
F,Midlands,Silver,30.0,D,East,4,70,4,0
F,South West,Silver,2.0,A,S West,8,45,1,0
F,South East,Tin,8.0,B,S & S East,6,53,5,0
F,South East,Silver,52.0,F,London,9,52,1,0
F,South East,Silver,37.0,E,S & S East,13,65,11,0
F,South East,Gold,4.0,A,London,6,61,6,1
F,Midlands,Silver,52.0,F,Midlands,8,64,4,1
M,Scottish,Tin,17.0,C,N Scot,6,50,5,0
M,South East,Gold,30.0,D,S & S East,8,67,3,0
M,Midlands,Silver,33.0,D,Wales & West,9,44,1,0
F,Midlands,Tin,5.0,B,Wales & West,8,47,8,0
F,South East,Gold,6.0,B,S & S East,5,53,6,1
M,North,Platinum,37.0,E,Yorkshire,5,50,3,0
M,South East,Gold,19.0,C,S & S East,8,48,1,0
F,North,Silver,1.0,A,N West,8,53,8,1
M,North,Gold,15.0,B,N West,7,53,1,0
F,Midlands,Gold,19.0,C,East,12,51,8,1
F,North,Silver,51.0,F,N West,4,30,5,1
M,Midlands,Tin,38.0,E,East,8,50,5,0
F,North,Gold,22.0,C,N East,7,68,4,0
F,South East,Tin,21.0,C,London,9,29,5,1
F,North,Silver,15.0,B,N East,15,64,13,1
F,Midlands,Gold,10.0,B,Midlands,5,53,12,0
F,South East,Gold,28.0,D,S & S East,12,55,11,0
F,South East,Silver,29.0,D,London,10,48,10,0
F,North,Tin,9.0,B,N West,4,63,4,0
F,South East,Silver,3.0,A,London,8,63,12,0
F,North,Gold,22.0,C,N East,8,53,2,0
M,South East,Silver,4.0,A,London,9,61,12,0
M,South East,Silver,26.0,C,London,7,54,5,0
F,North,Silver,8.0,B,N West,8,65,14,0
M,South East,Silver,28.0,D,S & S East,7,57,10,0
M,Scottish,Tin,18.0,C,C Scotland,5,66,5,0
F,Midlands,Gold,27.193651677572046,C,Ulster,8,61,7,0
F,South East,Silver,26.0,C,London,8,60,7,0
F,North,Silver,32.0,D,Yorkshire,6,72,10,0
F,South East,Tin,52.0,F,London,6,63,5,0
M,Midlands,Silver,12.0,B,Wales & West,7,71,6,0
M,South East,Silver,52.0,F,S & S East,10,59,3,0
M,South East,Gold,44.0,E,London,4,72,2,0
M,Scottish,Silver,27.0,D,Border,6,61,5,0
M,South East,Silver,39.0,E,London,10,31,2,1
M,North,Gold,27.0,D,N West,8,54,8,0
F,South East,Silver,21.0,C,London,10,50,1,0
F,South West,Gold,45.0,E,S West,5,68,3,0
F,Midlands,Gold,14.0,B,East,8,53,1,0
F,Midlands,Gold,25.0,C,Midlands,10,79,4,1
F,Midlands,Gold,52.0,F,Wales & West,7,66,5,0
M,Midlands,Tin,47.0,F,Wales & West,7,56,4,0
M,Midlands,Gold,49.0,F,Midlands,6,39,3,1
F,Scottish,Gold,48.0,F,N Scot,5,51,4,1
M,Midlands,Gold,35.0,D,Wales & West,7,70,8,0
F,North,Gold,13.0,B,Yorkshire,8,68,2,0
F,Midlands,Gold,49.0,F,Midlands,15,60,1,1
F,South East,Silver,37.0,E,London,15,39,6,0
F,South East,Silver,8.0,B,London,6,79,2,0
F,North,Silver,44.0,E,N West,12,68,7,0
F,North,Gold,34.0,D,N West,4,67,4,0
M,Midlands,Silver,23.0,C,East,4,70,2,0
F,Midlands,Silver,12.0,B,East,9,62,5,1
M,South East,Tin,26.0,C,London,9,42,8,1
M,Midlands,Tin,50.0,F,East,6,59,8,0
F,South East,Gold,4.0,A,London,9,31,1,1
F,Midlands,Tin,8.0,B,Midlands,8,57,10,0
F,South East,Silver,34.0,D,S & S East,5,53,6,0
F,North,Gold,51.0,F,N West,8,63,9,0
F,North,Gold,2.0,A,Yorkshire,10,65,6,0
F,South East,Gold,28.0,D,London,8,62,3,0
F,South East,Tin,18.0,C,London,8,75,14,0
M,South East,Gold,30.0,D,S & S East,7,58,2,1
F,Scottish,Silver,19.0,C,C Scotland,10,58,1,1
F,Midlands,Tin,35.0,D,East,14,30,7,0
M,Midlands,Gold,16.0,C,Wales & West,12,79,4,0
F,Midlands,Gold,25.0,C,Midlands,9,53,3,0
F,South East,Gold,14.0,B,London,10,52,2,0
F,South East,Gold,43.0,E,S & S East,12,53,3,0
F,South East,Gold,52.0,F,London,6,69,5,0
F,South East,Tin,26.0,C,London,11,49,4,0
F,Midlands,Tin,34.0,D,East,7,42,5,1
F,North,Tin,52.0,F,N West,5,53,8,0
F,South East,Silver,34.0,D,London,4,53,8,1
M,South East,Silver,27.0,D,London,9,40,5,0
F,Midlands,Silver,37.0,E,Midlands,15,36,4,1
M,South East,Silver,53.0,F,S & S East,7,66,8,0
M,Midlands,Tin,53.0,F,Midlands,9,32,5,0
F,Midlands,Silver,32.0,D,Midlands,10,61,4,1
F,South East,Silver,12.0,B,London,9,58,9,0
F,North,Tin,27.0,D,N West,9,66,5,0
F,North,Gold,12.0,B,N West,9,42,7,0
F,North,Silver,34.0,D,N West,7,47,8,0
F,North,Gold,27.0,D,N West,7,40,7,0
F,South East,Tin,21.0,C,London,15,36,8,1
F,South East,Tin,40.0,E,London,9,46,4,0
F,North,Platinum,16.0,C,Yorkshire,15,76,4,1
F,South East,Tin,12.0,B,London,7,58,8,0
F,North,Tin,52.0,F,N West,8,47,4,0
M,North,Silver,37.0,E,N West,13,68,9,1
M,South East,Tin,28.0,D,London,9,31,7,0
M,Midlands,Silver,51.0,F,East,7,37,9,0
F,Midlands,Tin,41.0,E,Midlands,10,46,8,0
F,Midlands,Tin,38.0,E,East,15,37,5,1
M,South East,Platinum,12.0,B,London,8,62,13,0
F,Midlands,Silver,28.0,D,East,8,47,9,0
M,Midlands,Tin,30.0,D,East,7,36,4,0
M,Midlands,Silver,2.0,A,Wales & West,5,53,11,0
M,Midlands,Silver,27.193651677572046,A,Wales & West,6,53,8,0
M,Midlands,Gold,27.0,D,Wales & West,8,65,3,0
M,North,Tin,38.0,E,Yorkshire,10,40,4,1
F,North,Tin,32.0,D,N West,10,53,11,0
F,Midlands,Silver,4.0,A,Midlands,9,34,8,1
F,Scottish,Gold,3.0,A,C Scotland,6,66,8,0
F,South East,Gold,28.0,D,London,7,68,4,0
F,North,Gold,35.0,D,Yorkshire,4,64,1,0
F,Midlands,Tin,37.0,E,Midlands,8,42,8,1
F,South East,Gold,44.0,E,London,15,69,11,1
F,Midlands,Tin,33.0,D,East,15,41,7,0
F,North,Gold,8.0,B,N East,6,67,13,0
F,Scottish,Silver,15.0,B,Border,8,27,3,1
F,South East,Gold,4.0,A,London,11,70,1,0
F,South East,Silver,8.0,B,London,8,47,4,0
M,South East,Gold,2.0,A,S & S East,6,66,3,0
F,North,Tin,32.0,D,N West,13,56,8,0
F,South East,Tin,51.0,F,London,4,62,8,1
F,North,Silver,8.0,B,Yorkshire,7,58,13,0
F,South East,Gold,42.0,E,S & S East,6,75,11,0
M,South East,Silver,10.0,B,London,10,73,2,0
M,Midlands,Silver,47.0,F,East,10,64,1,0
F,South East,Gold,25.0,C,London,8,63,3,0
M,Midlands,Gold,2.0,A,Midlands,4,66,14,0
M,North,Silver,14.0,B,N West,6,50,3,0
M,Midlands,Gold,38.0,E,Wales & West,13,53,11,0
M,South East,Silver,38.0,E,S & S East,8,31,10,0
F,North,Gold,32.0,D,N West,5,35,4,0
F,South East,Silver,21.0,C,London,6,32,2,1
F,Midlands,Tin,27.0,D,Wales & West,6,34,7,0
M,Midlands,Silver,19.0,C,Midlands,4,48,11,0
F,Midlands,Tin,50.0,F,Wales & West,8,40,4,0
M,South East,Tin,8.0,B,S & S East,6,60,8,0
M,South East,Silver,10.0,B,London,11,60,1,0
M,South East,Gold,37.0,E,London,4,64,12,0
F,South East,Gold,14.0,B,S & S East,9,54,13,0
M,Midlands,Platinum,32.0,D,Midlands,7,61,3,0
M,South East,Tin,14.0,B,S & S East,5,66,8,0
M,South West,Silver,30.0,D,S West,4,37,4,0
F,South East,Gold,1.0,A,S & S East,10,74,5,0
F,South West,Gold,38.0,E,S West,8,74,8,0
F,South East,Tin,27.0,D,London,10,34,6,1
M,North,Silver,22.0,C,Yorkshire,8,31,1,0
M,Midlands,Tin,27.0,D,East,10,51,5,0
M,Midlands,Tin,49.0,F,East,9,47,4,0
F,Midlands,Tin,27.193651677572046,F,Ulster,6,36,9,1
F,South East,Silver,12.0,B,London,12,58,4,0
F,South East,Silver,26.0,C,London,4,48,4,0
F,South East,Silver,24.0,C,London,10,65,4,0
M,Midlands,Tin,50.0,F,Midlands,8,52,5,0
M,South East,Gold,16.0,C,London,8,46,5,0
M,North,Platinum,22.0,C,N West,7,60,1,0
M,Midlands,Tin,49.0,F,Midlands,8,63,5,0
M,South West,Gold,6.0,B,S West,9,68,4,0
M,South East,Gold,14.0,B,London,11,68,8,0
M,Midlands,Gold,24.0,C,Wales & West,7,72,7,0
M,South West,Silver,6.0,B,S West,4,73,11,0
M,South East,Gold,28.0,D,S & S East,9,77,14,1
F,South East,Silver,28.0,D,London,12,63,5,0
F,South East,Silver,37.0,E,London,6,64,1,0
F,North,Tin,47.0,F,N West,6,47,4,0
F,Midlands,Tin,6.0,B,Midlands,7,63,10,0
F,North,Gold,42.0,E,N West,6,76,8,0
F,South East,Silver,28.0,D,S & S East,4,66,8,1
F,Midlands,Silver,17.0,C,East,9,29,5,0
F,South East,Tin,4.0,A,London,10,47,7,1
M,Midlands,Tin,34.0,D,Wales & West,9,63,9,0
M,Midlands,Tin,38.0,E,East,10,44,5,0
F,South East,Gold,8.0,B,London,11,62,6,0
F,Midlands,Gold,48.0,F,Wales & West,12,48,12,0
M,Midlands,Silver,49.0,F,Wales & West,14,44,5,1
M,South East,Gold,16.0,C,S & S East,8,62,13,0
F,South East,Gold,14.0,B,S & S East,10,43,14,0
F,Midlands,Gold,19.0,C,Wales & West,6,69,4,0
F,Midlands,Tin,49.0,F,East,8,72,8,0
F,Midlands,Silver,5.0,B,Midlands,8,29,3,0
F,Midlands,Silver,27.193651677572046,B,Ulster,14,65,1,0
M,South East,Tin,37.0,E,S & S East,9,47,5,0
M,Midlands,Gold,16.0,C,Midlands,15,68,8,0
F,South East,Gold,22.0,C,London,13,77,14,0
F,South East,Silver,9.0,B,London,5,46,10,0
F,Midlands,Tin,50.0,F,East,15,35,7,1
F,South West,Silver,46.0,F,S West,8,50,9,1
F,Midlands,Silver,27.193651677572046,F,Ulster,11,50,11,0
F,Midlands,Tin,38.0,E,Midlands,8,51,5,0
F,South East,Silver,1.0,A,London,9,71,8,0
F,South East,Silver,21.0,C,London,8,37,8,1
F,North,Tin,41.0,E,N West,10,44,4,1
F,Midlands,Tin,12.0,B,Wales & West,5,65,8,0
M,Midlands,Tin,11.0,B,Wales & West,12,42,5,1
M,South East,Gold,52.0,F,London,5,57,2,0
F,North,Platinum,52.0,F,N West,8,58,3,0
F,Midlands,Gold,32.0,D,Midlands,9,50,3,0
