Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
F,Scottish,Gold,D,13.0,72.0,2.0,1.0
M,South East,Platinum,B,7.0,76.0,8.0,0.0
F,South East,Tin,D,10.0,47.0,9.0,0.0
M,South East,Gold,F,10.0,53.0,6.0,1.0
F,South West,Silver,D,9.0,50.0,3.0,1.0
F,Midlands,Tin,D,9.0,45.0,8.0,0.0
F,Midlands,Silver,D,12.0,70.0,8.0,1.0
F,Midlands,Tin,F,8.0,43.0,5.0,0.0
F,Midlands,Silver,D,9.0,54.0,4.0,1.0
F,South East,Gold,F,5.0,63.0,4.0,0.0
F,Midlands,Tin,C,11.0,42.0,8.0,1.0
M,Midlands,Tin,C,7.0,58.0,4.0,0.0
F,Midlands,Tin,D,6.0,50.0,4.0,0.0
F,North,Tin,D,13.0,40.0,4.0,1.0
F,Midlands,Silver,D,13.0,51.0,6.0,1.0
F,South East,Silver,C,9.0,78.0,4.0,1.0
F,North,Tin,D,9.0,44.0,5.0,0.0
F,South West,Gold,B,11.0,75.0,13.0,1.0
M,Midlands,Silver,C,6.0,50.0,4.0,0.0
F,North,Tin,B,9.0,47.0,7.0,0.0
M,Midlands,Gold,E,8.0,44.0,5.0,0.0
F,Midlands,Silver,B,13.0,32.0,4.0,1.0
F,Midlands,Gold,F,8.0,58.0,13.0,1.0
M,South East,Silver,F,15.0,48.0,2.0,0.0
F,North,Silver,D,7.0,48.0,1.0,0.0
M,South East,Gold,B,10.0,63.0,1.0,0.0
F,North,Tin,C,5.0,45.0,8.0,0.0
M,Midlands,Gold,D,11.0,56.0,9.0,0.0
M,North,Silver,F,9.0,55.0,1.0,0.0
F,North,Gold,F,6.0,25.0,1.0,0.0
F,South East,Tin,D,12.0,45.0,5.0,0.0
F,South East,Silver,D,4.0,71.0,4.0,0.0
F,Midlands,Silver,D,10.0,55.0,5.0,0.0
F,South West,Silver,F,10.0,75.0,8.0,1.0
F,North,Tin,F,4.0,44.0,8.0,0.0
F,South East,Silver,B,6.0,77.0,7.0,0.0
F,Midlands,Silver,C,4.0,62.0,8.0,0.0
F,North,Tin,E,11.0,63.0,10.0,1.0
F,Midlands,Silver,E,8.0,54.0,8.0,0.0
F,Scottish,Silver,C,7.0,56.0,1.0,0.0
F,South East,Tin,B,11.0,58.0,12.0,0.0
F,Midlands,Silver,F,3.0,48.0,3.0,0.0
M,Midlands,Tin,D,6.0,53.0,8.0,0.0
F,Midlands,Silver,F,8.0,73.0,3.0,0.0
F,Midlands,Gold,A,5.0,60.0,7.0,0.0
F,Midlands,Silver,F,8.0,50.0,4.0,0.0
F,South East,Silver,B,8.0,40.0,8.0,0.0
M,South East,Tin,C,5.0,50.0,5.0,0.0
F,South East,Gold,B,5.0,66.0,8.0,0.0
M,South East,Silver,B,7.0,64.0,11.0,0.0
M,North,Silver,E,12.0,49.0,11.0,0.0
F,Midlands,Silver,B,8.881476641620386,31.0,5.0,1.0
M,Scottish,Platinum,A,11.0,69.0,6.0,0.0
F,South East,Tin,D,11.0,35.0,9.0,1.0
F,Midlands,Silver,C,6.0,74.0,11.0,0.0
F,South East,Silver,A,9.0,63.0,5.0,1.0
F,North,Tin,F,3.0,48.0,5.0,0.0
F,North,Gold,B,6.0,71.0,1.0,0.0
M,North,Tin,B,5.0,39.0,8.0,0.0
F,South East,Tin,E,8.881476641620386,32.0,6.0,1.0
M,Midlands,Silver,C,17.0,49.0,6.0,0.0
F,Midlands,Gold,B,13.0,70.0,6.549493629532832,0.0
F,South East,Tin,C,6.0,41.0,8.0,1.0
F,South East,Silver,A,5.0,45.0,1.0,0.0
F,South West,Tin,F,17.0,43.0,5.0,1.0
F,Scottish,Gold,B,7.0,72.0,2.0,1.0
F,South East,Gold,D,8.0,26.0,2.0,1.0
F,Midlands,Tin,E,8.0,60.0,7.0,0.0
M,Midlands,Silver,C,13.0,51.0,6.0,0.0
M,South East,Platinum,D,6.0,49.0,3.0,0.0
M,Midlands,Gold,A,8.0,66.0,4.0,0.0
F,North,Tin,C,7.0,48.0,6.0,0.0
F,South East,Tin,A,7.0,60.0,5.0,0.0
M,Midlands,Gold,B,7.0,71.0,1.0,0.0
F,South East,Tin,F,3.0,47.0,5.0,0.0
F,South East,Tin,F,5.0,30.0,8.0,1.0
M,Midlands,Silver,F,11.0,49.0,1.0,0.0
F,South East,Gold,C,9.0,77.0,8.0,1.0
F,North,Silver,B,13.0,51.0,5.0,1.0
F,South East,Tin,B,8.0,66.0,9.0,1.0
F,South East,Gold,C,11.0,51.0,4.0,1.0
M,Midlands,Platinum,D,10.0,77.0,7.0,0.0
M,South East,Silver,F,5.0,63.0,7.0,0.0
F,South West,Gold,B,12.0,62.0,5.0,0.0
M,South East,Silver,D,7.0,59.0,8.0,0.0
F,South East,Tin,C,11.0,30.0,5.0,0.0
F,South East,Gold,E,9.0,67.0,2.0,1.0
F,South East,Gold,B,5.0,71.0,5.0,1.0
M,South East,Silver,C,11.0,36.0,6.0,1.0
F,South East,Silver,F,6.0,47.0,5.0,0.0
M,South East,Silver,C,6.0,46.0,8.0,0.0
M,South East,Tin,C,13.0,44.0,5.0,1.0
M,South East,Silver,F,2.0,44.0,5.0,0.0
F,North,Silver,B,4.0,53.0,1.0,0.0
F,Midlands,Tin,C,7.0,37.0,5.0,1.0
M,North,Gold,A,10.0,60.0,8.0,0.0
F,Midlands,Silver,C,3.0,74.0,5.0,0.0
F,Midlands,Gold,B,8.0,47.0,11.0,0.0
F,Midlands,Tin,F,3.0,62.0,4.0,0.0
F,South East,Tin,D,7.0,43.0,8.0,1.0
M,South East,Silver,D,7.0,50.0,11.0,0.0
F,South East,Silver,A,5.0,55.0,3.0,0.0
F,Midlands,Silver,D,18.0,35.0,1.0,1.0
F,South East,Silver,B,8.0,74.0,10.0,0.0
F,South East,Silver,D,12.0,67.0,5.0,0.0
F,South East,Gold,E,13.0,79.0,6.549493629532832,0.0
F,North,Gold,B,6.0,65.0,2.0,0.0
F,North,Gold,E,18.0,54.0,10.0,1.0
F,South East,Gold,D,9.0,75.0,2.0,0.0
F,North,Silver,D,8.0,31.0,3.0,1.0
F,Scottish,Gold,D,13.0,57.0,4.0,0.0
F,North,Silver,F,7.0,56.0,3.0,0.0
F,Midlands,Gold,D,11.0,75.0,7.0,0.0
F,Midlands,Tin,F,11.0,33.0,8.0,1.0
F,Midlands,Tin,F,5.0,49.0,9.0,0.0
F,Midlands,Gold,A,5.0,76.0,6.0,0.0
F,Midlands,Tin,D,2.0,51.0,5.0,1.0
F,Midlands,Tin,F,9.0,38.0,5.0,0.0
M,North,Silver,A,6.0,67.0,3.0,0.0
M,South West,Tin,F,9.0,38.0,5.0,0.0
M,South West,Tin,C,10.0,69.0,5.0,1.0
M,Midlands,Tin,F,10.0,36.0,5.0,0.0
F,Midlands,Tin,D,9.0,36.0,7.0,1.0
M,South East,Gold,C,5.0,43.0,5.0,0.0
M,South East,Silver,B,8.0,48.0,4.0,0.0
F,South East,Silver,F,5.0,42.0,10.0,0.0
M,Midlands,Silver,F,7.0,56.0,5.0,0.0
F,North,Silver,C,15.0,46.0,8.0,1.0
F,Midlands,Gold,D,10.0,44.0,1.0,1.0
F,South East,Silver,E,10.0,65.0,5.0,0.0
F,South East,Tin,E,7.0,31.0,4.0,1.0
F,South East,Gold,F,9.0,37.0,8.0,1.0
F,South East,Silver,F,16.0,56.0,9.0,1.0
F,Midlands,Tin,C,3.0,50.0,4.0,0.0
M,North,Silver,B,10.0,65.0,11.0,0.0
F,North,Gold,D,7.0,67.0,11.0,0.0
F,South East,Tin,C,9.0,48.0,8.0,1.0
F,Midlands,Silver,F,12.0,46.0,9.0,1.0
F,North,Gold,E,15.0,41.0,6.0,1.0
F,North,Gold,D,7.0,56.0,4.0,0.0
F,Midlands,Gold,F,6.0,57.0,5.0,0.0
M,South East,Gold,B,6.0,59.0,2.0,0.0
F,Midlands,Gold,C,6.0,59.0,6.549493629532832,0.0
F,North,Tin,D,10.0,62.0,5.0,0.0
F,Midlands,Gold,B,9.0,65.0,18.0,0.0
F,South East,Silver,B,6.0,37.0,9.0,0.0
F,South East,Silver,C,5.0,45.0,9.0,0.0
F,South East,Gold,F,9.0,74.0,8.0,0.0
M,South West,Gold,B,13.0,48.0,5.0,0.0
F,North,Silver,D,10.0,33.0,4.0,1.0
M,Midlands,Gold,C,10.0,45.0,5.0,0.0
F,Midlands,Tin,D,12.0,48.0,4.0,1.0
F,Midlands,Silver,C,12.0,63.0,6.549493629532832,0.0
F,Midlands,Tin,E,14.0,50.0,8.0,0.0
F,North,Silver,C,4.0,45.0,3.0,0.0
F,Midlands,Silver,A,16.0,69.0,5.0,1.0
F,South East,Silver,C,6.0,52.0,8.0,1.0
F,Midlands,Silver,D,6.0,52.0,15.0,0.0
M,South East,Gold,D,5.0,64.0,2.0,0.0
F,Midlands,Tin,D,6.0,40.0,5.0,1.0
M,Midlands,Platinum,F,8.0,76.0,3.0,0.0
M,South East,Gold,A,9.0,76.0,11.0,0.0
F,Midlands,Tin,C,10.0,43.0,8.0,0.0
F,North,Tin,D,5.0,57.0,7.0,0.0
F,Midlands,Silver,C,8.0,30.0,3.0,1.0
F,South West,Gold,B,9.0,72.0,4.0,0.0
F,Midlands,Gold,C,13.0,54.0,6.0,1.0
F,Midlands,Gold,C,7.0,47.0,1.0,0.0
F,South West,Gold,B,15.0,66.0,6.0,0.0
F,North,Silver,D,11.0,68.0,9.0,0.0
M,Scottish,Gold,B,6.0,71.0,6.549493629532832,0.0
M,Midlands,Tin,C,11.0,38.0,5.0,1.0
F,Midlands,Gold,E,13.0,54.0,3.0,1.0
M,Midlands,Silver,B,10.0,54.0,5.0,0.0
F,North,Tin,C,11.0,35.0,5.0,1.0
M,South East,Tin,C,10.0,34.0,5.0,0.0
F,South East,Silver,D,7.0,41.0,12.0,0.0
F,South East,Tin,E,9.0,35.0,5.0,1.0
F,Midlands,Tin,D,7.0,54.0,4.0,1.0
F,Midlands,Gold,B,10.0,52.0,7.0,0.0
F,Midlands,Tin,F,8.0,34.0,8.0,1.0
F,Midlands,Silver,B,7.0,31.0,1.0,1.0
M,South East,Tin,E,17.0,36.0,8.0,1.0
F,South East,Gold,A,11.0,64.0,6.0,0.0
F,Midlands,Gold,B,4.0,73.0,4.0,0.0
M,Scottish,Gold,C,8.0,56.0,5.0,0.0
M,South East,Tin,C,18.0,33.0,7.0,1.0
F,North,Gold,C,7.0,76.0,11.0,1.0
M,South East,Gold,C,9.0,67.0,5.0,1.0
F,South East,Gold,B,5.0,57.0,2.0,0.0
F,North,Tin,E,10.0,30.0,5.0,1.0
F,North,Gold,A,8.0,62.0,2.0,0.0
M,North,Gold,D,5.0,55.0,3.0,0.0
F,North,Silver,E,11.0,41.0,1.0,0.0
F,North,Gold,F,10.0,63.0,6.0,0.0
M,South East,Gold,C,7.0,50.0,6.0,0.0
F,Midlands,Silver,F,11.0,78.0,6.549493629532832,0.0
F,Scottish,Silver,C,4.0,76.0,5.0,0.0
F,South East,Tin,E,8.0,34.0,5.0,0.0
F,Midlands,Gold,B,6.0,79.0,5.0,0.0
F,North,Tin,C,5.0,53.0,5.0,0.0
M,Midlands,Gold,E,8.0,47.0,4.0,0.0
F,North,Tin,B,6.0,48.0,5.0,0.0
M,Midlands,Gold,B,6.0,50.0,3.0,0.0
M,Midlands,Silver,D,14.0,67.0,8.0,1.0
F,Midlands,Gold,E,15.0,54.0,1.0,1.0
F,Midlands,Platinum,E,6.0,76.0,13.0,0.0
M,South East,Tin,D,8.0,65.0,12.0,0.0
F,South East,Tin,F,9.0,35.0,5.0,0.0
M,Scottish,Silver,A,6.0,54.0,8.0,0.0
M,South East,Tin,C,9.0,45.0,2.0,0.0
F,South East,Gold,D,12.0,56.0,3.0,0.0
F,Midlands,Silver,C,7.0,71.0,5.0,0.0
F,Midlands,Silver,F,7.0,53.0,9.0,0.0
M,South East,Silver,C,10.0,29.0,7.0,0.0
F,Midlands,Tin,E,6.0,60.0,5.0,1.0
F,Midlands,Gold,F,10.0,61.0,5.0,1.0
F,Midlands,Gold,B,9.0,51.0,5.0,0.0
M,Midlands,Silver,C,5.0,62.0,6.0,0.0
F,Midlands,Tin,D,10.0,70.0,8.0,0.0
F,North,Silver,B,9.0,40.0,1.0,0.0
M,North,Tin,D,5.0,59.0,5.0,0.0
F,Midlands,Gold,D,11.0,63.0,2.0,0.0
F,South East,Silver,C,9.0,71.0,11.0,0.0
M,North,Gold,C,4.0,53.0,1.0,0.0
M,North,Platinum,F,12.0,74.0,3.0,0.0
M,South East,Gold,B,12.0,58.0,6.549493629532832,0.0
F,South East,Gold,B,9.0,72.0,8.0,0.0
F,Midlands,Tin,E,8.0,34.0,5.0,1.0
F,North,Tin,C,10.0,38.0,8.0,1.0
M,South West,Silver,B,14.0,60.0,5.0,0.0
F,South East,Silver,D,8.0,29.0,12.0,1.0
M,South East,Silver,D,7.0,57.0,2.0,0.0
F,Midlands,Silver,F,14.0,55.0,3.0,1.0
M,Scottish,Silver,C,8.0,61.0,5.0,0.0
F,South East,Tin,F,7.0,40.0,7.0,1.0
M,Midlands,Tin,D,8.0,38.0,5.0,0.0
F,Midlands,Silver,D,8.0,70.0,8.0,0.0
F,South East,Silver,A,3.0,27.0,1.0,0.0
M,Midlands,Silver,F,4.0,56.0,9.0,0.0
M,Midlands,Silver,D,9.0,52.0,11.0,0.0
F,South East,Silver,D,6.0,62.0,5.0,0.0
F,Midlands,Silver,F,4.0,48.0,9.0,0.0
M,Midlands,Tin,B,9.0,45.0,7.0,0.0
F,South East,Tin,U,10.0,37.0,5.0,0.0
F,North,Silver,C,14.0,54.0,3.0,1.0
F,South East,Platinum,D,12.0,69.0,3.0,0.0
F,North,Gold,C,11.0,71.0,11.0,0.0
M,South East,Gold,B,8.0,61.0,1.0,0.0
F,South East,Gold,B,11.0,66.0,1.0,1.0
M,Midlands,Silver,F,7.0,62.0,9.0,0.0
F,South East,Gold,B,9.0,70.0,6.549493629532832,0.0
F,South East,Tin,A,8.0,68.0,5.0,0.0
M,North,Silver,B,12.0,36.0,1.0,1.0
M,Scottish,Gold,C,12.0,57.0,5.0,0.0
F,South East,Platinum,D,5.0,69.0,2.0,0.0
F,Midlands,Platinum,B,10.0,60.0,1.0,1.0
M,Midlands,Tin,F,7.0,34.0,4.0,1.0
F,Scottish,Gold,B,7.0,50.0,8.0,0.0
F,South East,Silver,A,8.0,77.0,9.0,0.0
F,Midlands,Tin,E,7.0,52.0,5.0,0.0
M,South East,Gold,B,6.0,70.0,17.0,0.0
F,North,Silver,D,9.0,51.0,5.0,0.0
F,North,Gold,D,12.0,69.0,4.0,0.0
F,Midlands,Gold,F,13.0,33.0,1.0,1.0
F,North,Gold,D,5.0,60.0,4.0,0.0
F,South East,Tin,C,12.0,55.0,8.0,0.0
F,Midlands,Silver,C,11.0,72.0,5.0,1.0
F,Scottish,Silver,F,9.0,49.0,7.0,1.0
F,North,Silver,D,4.0,37.0,4.0,0.0
F,South East,Silver,A,6.0,42.0,3.0,0.0
M,Midlands,Gold,D,8.0,54.0,9.0,0.0
M,South East,Tin,D,10.0,54.0,5.0,0.0
M,South East,Silver,B,5.0,55.0,5.0,0.0
M,South East,Tin,F,5.0,35.0,8.0,0.0
F,North,Silver,A,6.0,75.0,19.0,0.0
M,Scottish,Gold,B,7.0,63.0,8.0,0.0
F,South East,Tin,D,17.0,51.0,5.0,1.0
F,Midlands,Tin,F,6.0,53.0,8.0,0.0
F,South East,Tin,D,2.0,45.0,6.0,0.0
M,South East,Tin,A,15.0,52.0,9.0,0.0
M,Midlands,Silver,C,12.0,69.0,2.0,1.0
F,Midlands,Tin,E,11.0,39.0,5.0,0.0
F,South East,Silver,A,12.0,41.0,4.0,1.0
F,South East,Silver,B,10.0,59.0,8.0,1.0
M,Midlands,Gold,D,6.0,55.0,5.0,0.0
M,Midlands,Gold,E,13.0,66.0,6.0,0.0
F,Midlands,Tin,F,13.0,46.0,5.0,0.0
F,South East,Tin,F,15.0,35.0,8.0,1.0
F,North,Gold,D,7.0,62.0,4.0,1.0
F,South East,Silver,E,7.0,36.0,1.0,1.0
F,North,Tin,C,6.0,38.0,5.0,1.0
F,Midlands,Tin,F,15.0,51.0,5.0,1.0
F,North,Silver,B,2.0,53.0,7.0,0.0
M,South East,Tin,E,11.0,49.0,4.0,0.0
F,South East,Tin,B,12.0,66.0,6.549493629532832,0.0
M,North,Silver,C,4.0,78.0,5.0,0.0
F,North,Tin,B,5.0,60.0,5.0,0.0
M,South East,Silver,C,6.0,68.0,9.0,0.0
M,Midlands,Silver,F,9.0,48.0,4.0,0.0
F,North,Silver,B,8.0,55.0,6.0,0.0
M,South West,Gold,C,7.0,66.0,4.0,0.0
F,Midlands,Gold,C,7.0,69.0,4.0,0.0
F,South East,Platinum,C,9.0,50.0,13.0,0.0
M,South West,Tin,D,8.0,51.0,5.0,0.0
F,South East,Silver,B,12.0,52.0,5.0,0.0
M,North,Tin,C,6.0,31.0,5.0,0.0
F,South East,Tin,A,5.0,44.0,8.0,0.0
F,South East,Tin,F,8.0,52.0,8.0,1.0
F,Midlands,Gold,C,6.0,64.0,6.549493629532832,0.0
F,South East,Silver,D,8.0,54.0,9.0,1.0
F,Midlands,Tin,B,7.0,59.0,5.0,0.0
M,North,Silver,B,17.0,55.0,2.0,1.0
F,Scottish,Tin,E,11.0,29.0,5.0,1.0
F,South East,Silver,D,6.0,73.0,7.0,0.0
F,Scottish,Gold,D,8.881476641620386,33.0,1.0,1.0
F,Midlands,Gold,B,10.0,58.0,1.0,1.0
F,Midlands,Tin,E,14.0,58.0,4.0,1.0
F,South East,Gold,C,9.0,78.0,12.0,0.0
M,South East,Gold,D,11.0,52.0,15.0,0.0
F,South East,Tin,B,5.0,33.0,4.0,1.0
F,South West,Silver,E,6.0,68.0,9.0,1.0
F,Midlands,Gold,A,5.0,66.0,2.0,1.0
F,North,Silver,B,10.0,60.0,5.0,0.0
F,South East,Tin,F,8.0,54.0,5.0,0.0
F,Midlands,Gold,E,9.0,51.0,1.0,0.0
F,South East,Silver,C,9.0,45.0,2.0,0.0
M,North,Tin,F,4.0,41.0,5.0,0.0
F,North,Silver,D,5.0,75.0,4.0,0.0
M,South East,Tin,F,9.0,47.0,8.0,0.0
F,South East,Silver,F,9.0,60.0,8.0,0.0
M,Scottish,Gold,B,12.0,54.0,6.0,0.0
M,Midlands,Silver,C,16.0,57.0,4.0,0.0
F,Midlands,Platinum,E,7.0,62.0,7.0,0.0
F,South East,Gold,E,6.0,52.0,8.0,0.0
F,South East,Tin,D,4.0,54.0,4.0,0.0
M,North,Tin,F,10.0,54.0,8.0,0.0
F,North,Silver,F,8.0,31.0,10.0,0.0
F,South East,Tin,C,8.0,53.0,8.0,0.0
F,Midlands,Silver,F,10.0,64.0,7.0,0.0
F,Midlands,Platinum,B,6.0,50.0,9.0,0.0
F,South East,Platinum,C,11.0,68.0,6.549493629532832,0.0
F,South East,Silver,C,3.0,40.0,1.0,0.0
M,Midlands,Tin,F,14.0,36.0,11.0,1.0
F,South East,Gold,A,5.0,77.0,6.0,0.0
F,South East,Gold,D,7.0,73.0,8.0,0.0
F,South West,Platinum,E,11.0,43.0,8.0,1.0
F,North,Silver,E,9.0,72.0,11.0,0.0
M,South East,Tin,C,12.0,51.0,6.0,0.0
F,Midlands,Tin,E,8.0,49.0,7.0,0.0
M,Midlands,Tin,F,8.0,76.0,8.0,0.0
F,Midlands,Gold,B,9.0,33.0,2.0,1.0
F,South East,Gold,B,9.0,64.0,8.0,0.0
M,South East,Tin,C,5.0,51.0,8.0,0.0
F,South East,Gold,C,15.0,55.0,2.0,1.0
F,Midlands,Silver,C,9.0,44.0,11.0,0.0
M,South West,Silver,B,5.0,65.0,7.0,0.0
F,Midlands,Gold,C,8.0,78.0,3.0,0.0
M,North,Silver,E,7.0,53.0,9.0,0.0
F,North,Gold,B,10.0,65.0,1.0,1.0
F,South East,Gold,E,8.0,61.0,5.0,0.0
F,South East,Gold,B,7.0,50.0,5.0,1.0
F,South East,Gold,A,4.0,55.0,1.0,0.0
F,Midlands,Silver,D,16.0,60.0,1.0,1.0
F,South East,Tin,C,8.0,41.0,8.0,0.0
F,Midlands,Silver,E,11.0,37.0,8.0,1.0
F,South East,Gold,E,7.0,69.0,7.0,0.0
F,South East,Gold,D,10.0,57.0,2.0,1.0
F,Scottish,Tin,F,6.0,33.0,4.0,0.0
F,Midlands,Silver,F,6.0,67.0,8.0,0.0
F,Midlands,Gold,C,2.0,69.0,2.0,0.0
M,South East,Silver,F,9.0,37.0,2.0,1.0
F,South East,Gold,F,5.0,71.0,2.0,0.0
F,North,Silver,D,12.0,57.0,13.0,0.0
M,South East,Gold,E,7.0,59.0,19.0,0.0
M,North,Tin,F,5.0,47.0,8.0,0.0
F,Midlands,Gold,B,9.0,69.0,8.0,0.0
F,North,Gold,E,8.0,63.0,2.0,0.0
F,Midlands,Silver,E,8.0,56.0,6.0,0.0
F,Midlands,Tin,D,14.0,34.0,8.0,1.0
F,Midlands,Silver,F,10.0,53.0,2.0,0.0
F,North,Tin,A,10.0,52.0,9.0,0.0
F,South West,Silver,A,7.0,55.0,4.0,0.0
F,South East,Tin,A,4.0,36.0,9.0,1.0
F,South East,Silver,C,8.881476641620386,52.0,1.0,1.0
F,South East,Silver,A,14.0,25.0,5.0,1.0
F,Midlands,Gold,B,14.0,76.0,11.0,1.0
F,South East,Gold,C,5.0,71.0,8.0,0.0
F,South East,Gold,F,15.0,58.0,6.0,1.0
F,South East,Silver,F,10.0,74.0,5.0,0.0
F,South East,Tin,B,8.0,53.0,5.0,0.0
M,Midlands,Silver,B,6.0,69.0,13.0,0.0
M,South East,Platinum,C,5.0,46.0,9.0,0.0
F,South East,Silver,C,11.0,39.0,1.0,1.0
F,South East,Silver,A,9.0,75.0,9.0,0.0
F,Midlands,Silver,D,4.0,56.0,12.0,0.0
F,South East,Silver,E,15.0,34.0,10.0,1.0
M,South East,Gold,F,11.0,31.0,2.0,1.0
M,South East,Gold,B,7.0,67.0,13.0,0.0
F,Midlands,Gold,F,8.0,66.0,8.0,0.0
F,South East,Tin,C,14.0,37.0,4.0,1.0
F,South East,Gold,E,5.0,59.0,4.0,0.0
F,South East,Gold,A,8.0,61.0,18.0,0.0
F,South East,Tin,E,9.0,54.0,5.0,0.0
F,South East,Silver,A,11.0,72.0,2.0,0.0
F,South East,Tin,D,15.0,39.0,7.0,1.0
M,Midlands,Gold,B,6.0,76.0,6.0,0.0
F,Midlands,Gold,F,10.0,49.0,8.0,0.0
F,South East,Silver,D,10.0,63.0,9.0,1.0
M,North,Silver,E,13.0,48.0,5.0,0.0
F,North,Tin,B,3.0,53.0,8.0,0.0
F,South East,Silver,B,8.0,71.0,9.0,1.0
M,Midlands,Silver,D,5.0,67.0,13.0,0.0
F,North,Gold,D,7.0,77.0,5.0,0.0
F,Scottish,Silver,C,10.0,69.0,19.0,0.0
F,Midlands,Silver,F,8.0,49.0,9.0,0.0
F,South East,Platinum,F,5.0,46.0,18.0,0.0
F,North,Gold,D,9.0,56.0,3.0,0.0
F,Midlands,Tin,E,8.0,60.0,8.0,0.0
F,Scottish,Silver,F,12.0,51.0,2.0,1.0
F,North,Gold,B,7.0,60.0,1.0,0.0
F,South East,Tin,E,5.0,41.0,4.0,0.0
F,North,Gold,C,4.0,50.0,6.0,0.0
M,North,Tin,F,15.0,31.0,4.0,1.0
M,South East,Gold,B,3.0,54.0,7.0,0.0
F,South East,Gold,B,7.0,39.0,11.0,0.0
M,South East,Silver,C,8.0,60.0,5.0,0.0
M,North,Gold,F,7.0,68.0,3.0,0.0
F,South East,Silver,C,6.0,59.0,2.0,0.0
M,North,Gold,E,8.0,66.0,6.0,0.0
M,South East,Tin,F,8.0,47.0,7.0,0.0
M,South East,Gold,F,10.0,71.0,4.0,0.0
M,Midlands,Gold,B,4.0,64.0,1.0,0.0
M,Midlands,Tin,C,8.0,76.0,8.0,0.0
M,South East,Tin,A,9.0,33.0,7.0,1.0
F,Midlands,Silver,D,11.0,49.0,5.0,0.0
M,South East,Tin,E,10.0,40.0,5.0,0.0
F,North,Tin,C,8.0,45.0,10.0,0.0
M,Midlands,Silver,C,2.0,35.0,5.0,0.0
M,North,Silver,B,9.0,65.0,8.0,0.0
F,South West,Gold,E,19.0,40.0,1.0,1.0
F,South East,Silver,E,8.0,36.0,8.0,0.0
M,Midlands,Gold,E,8.0,58.0,5.0,0.0
F,Midlands,Gold,F,5.0,70.0,1.0,0.0
M,South West,Tin,E,8.0,48.0,4.0,0.0
M,South East,Gold,B,4.0,77.0,2.0,1.0
F,South East,Gold,F,9.0,68.0,6.549493629532832,0.0
M,North,Gold,D,8.0,58.0,6.0,0.0
F,South East,Silver,C,6.0,36.0,8.0,0.0
F,South East,Silver,B,8.0,38.0,3.0,0.0
F,Midlands,Silver,C,10.0,62.0,7.0,0.0
F,North,Silver,D,9.0,64.0,9.0,1.0
F,Midlands,Gold,F,4.0,65.0,7.0,0.0
M,South East,Gold,U,5.0,57.0,4.0,0.0
F,South East,Silver,B,5.0,58.0,7.0,0.0
F,South East,Gold,B,10.0,59.0,3.0,0.0
M,North,Gold,C,6.0,58.0,6.0,0.0
F,North,Silver,F,6.0,27.0,9.0,1.0
M,South East,Silver,D,10.0,46.0,11.0,0.0
F,South East,Silver,B,5.0,75.0,5.0,0.0
F,South East,Silver,E,10.0,50.0,9.0,0.0
M,South East,Silver,C,5.0,54.0,5.0,0.0
F,Midlands,Tin,C,11.0,46.0,5.0,1.0
F,South East,Gold,E,5.0,58.0,4.0,0.0
F,Midlands,Silver,A,10.0,69.0,6.549493629532832,1.0
M,South East,Platinum,E,6.0,63.0,3.0,0.0
F,South East,Silver,C,14.0,46.0,3.0,0.0
M,South East,Gold,E,6.0,57.0,1.0,0.0
F,South East,Tin,B,10.0,43.0,8.0,0.0
F,South East,Silver,C,12.0,52.0,9.0,0.0
F,South East,Silver,A,5.0,79.0,7.0,0.0
M,Midlands,Gold,B,7.0,56.0,11.0,0.0
M,Scottish,Silver,C,9.0,75.0,8.0,1.0
M,South East,Tin,F,11.0,49.0,5.0,0.0
F,South East,Gold,A,5.0,71.0,9.0,0.0
F,South West,Tin,B,10.0,47.0,5.0,0.0
M,North,Silver,F,9.0,52.0,9.0,0.0
M,South East,Tin,C,5.0,53.0,7.0,0.0
F,South East,Silver,A,4.0,65.0,11.0,0.0
F,South East,Gold,E,5.0,58.0,11.0,0.0
M,South East,Gold,C,8.0,54.0,8.0,1.0
F,North,Tin,D,13.0,52.0,10.0,0.0
F,Midlands,Silver,B,5.0,58.0,3.0,0.0
M,South East,Gold,A,8.0,54.0,12.0,0.0
F,South East,Platinum,E,14.0,50.0,9.0,1.0
F,South East,Tin,C,12.0,48.0,8.0,1.0
F,Midlands,Platinum,D,4.0,57.0,8.0,0.0
M,North,Gold,D,6.0,74.0,16.0,0.0
F,South East,Gold,D,9.0,63.0,3.0,0.0
F,Midlands,Silver,C,6.0,76.0,4.0,0.0
M,North,Tin,F,10.0,55.0,6.0,0.0
F,South East,Tin,A,8.0,35.0,9.0,1.0
M,Midlands,Silver,E,9.0,42.0,8.0,0.0
F,North,Gold,F,6.0,63.0,2.0,0.0
M,Midlands,Silver,E,6.0,56.0,4.0,0.0
F,North,Gold,E,13.0,41.0,3.0,1.0
F,South East,Gold,C,14.0,53.0,11.0,0.0
F,North,Gold,C,7.0,46.0,5.0,0.0
F,North,Tin,B,13.0,55.0,9.0,0.0
M,Midlands,Platinum,D,13.0,76.0,6.0,0.0
F,North,Tin,B,10.0,57.0,5.0,0.0
F,North,Tin,F,8.0,52.0,8.0,0.0
F,South East,Tin,C,10.0,49.0,5.0,0.0
